transaction_narration,label
Payment of Rs 25364 at Cafe Coffee Day Ref:e7b38e6d,food
Investment in PPF Rs 34044 Ref:bd728a62,investment
Home Loan EMI deducted Rs 976 Ref:56eb68d6,emi
Payment of Rs 24753 at Dominos Ref:b61c9e4e,food
Travel booking via IndiGo amount Rs 32889 Ref:d563aa2e,travel
Online purchase at Myntra Rs 35815 Ref:92420ea1,shopping
Payment of Rs 22635 at Swiggy Ref:acb7d022,food
Car Loan EMI deducted Rs 12099 Ref:9b48e05d,emi
Online purchase at DMart Rs 6883 Ref:40b9503a,shopping
Investment in PPF Rs 43141 Ref:7a71864b,investment
Personal Loan EMI deducted Rs 34671 Ref:6dd1d915,emi
Travel booking via SpiceJet amount Rs 5029 Ref:86d147bc,travel
Travel booking via SpiceJet amount Rs 47118 Ref:9f822a02,travel
Home Loan EMI deducted Rs 25361 Ref:2dc5fe97,emi
Travel booking via Uber amount Rs 43086 Ref:01aab9b0,travel
Investment in SIP Rs 22645 Ref:7f0495be,investment
Online purchase at Reliance Trends Rs 34395 Ref:eb7c109d,shopping
Travel booking via IndiGo amount Rs 19187 Ref:665fc735,travel
Travel booking via SpiceJet amount Rs 46051 Ref:40bbc018,travel
Investment in Fixed Deposit Rs 34217 Ref:14a14544,investment
Travel booking via IndiGo amount Rs 27837 Ref:c29f6b96,travel
Payment of Rs 45018 at Swiggy Ref:a5fdc086,food
Travel booking via IndiGo amount Rs 6131 Ref:bc1b826f,travel
Payment of Rs 38313 at Dominos Ref:e6ea5b22,food
Travel booking via SpiceJet amount Rs 1871 Ref:1b423637,travel
Personal Loan EMI deducted Rs 3256 Ref:c256ebf2,emi
Online purchase at Flipkart Rs 17663 Ref:d1b2c0f6,shopping
Travel booking via Uber amount Rs 40759 Ref:3e15e29a,travel
Investment in NPS Rs 40858 Ref:246c9b8b,investment
Investment in Mutual Fund Rs 38793 Ref:31959669,investment
Travel booking via IndiGo amount Rs 7951 Ref:c2072b83,travel
Online purchase at Myntra Rs 9310 Ref:ecffea6c,shopping
Payment of Rs 40977 at Cafe Coffee Day Ref:658e7fa8,food
Online purchase at Flipkart Rs 4828 Ref:bb45dd9f,shopping
Payment of Rs 1615 at McDonalds Ref:a32e7d8c,food
Payment of Rs 29800 at McDonalds Ref:9d20b9b8,food
Travel booking via Metro amount Rs 35643 Ref:b9cc7d08,travel
Payment of Rs 15974 at Dominos Ref:24bce924,food
Payment of Rs 3309 at Cafe Coffee Day Ref:37b22405,food
Investment in NPS Rs 4815 Ref:77b72c3b,investment
Online purchase at Reliance Trends Rs 38630 Ref:edb59290,shopping
Online purchase at DMart Rs 47149 Ref:1ec1233e,shopping
Online purchase at Reliance Trends Rs 46301 Ref:54696a6f,shopping
Investment in Mutual Fund Rs 20470 Ref:bc9f632f,investment
Car Loan EMI deducted Rs 1186 Ref:7d179445,emi
Investment in SIP Rs 19177 Ref:c7560046,investment
Online purchase at DMart Rs 13510 Ref:78e41ee4,shopping
Travel booking via IndiGo amount Rs 48273 Ref:bc167b95,travel
Online purchase at Amazon Rs 1747 Ref:0883771a,shopping
Investment in PPF Rs 11293 Ref:2cab8124,investment
Online purchase at Myntra Rs 47505 Ref:52944443,shopping
Car Loan EMI deducted Rs 3652 Ref:e41f45b0,emi
Education Loan EMI deducted Rs 24856 Ref:0323e427,emi
Online purchase at DMart Rs 3687 Ref:814aecfb,shopping
Payment of Rs 26370 at Dominos Ref:8b994346,food
Investment in Mutual Fund Rs 7689 Ref:a6f999eb,investment
Investment in Stocks Rs 17917 Ref:125785b1,investment
Travel booking via Ola amount Rs 30630 Ref:189bac5c,travel
Online purchase at Flipkart Rs 49425 Ref:6dee9e83,shopping
Car Loan EMI deducted Rs 37167 Ref:96c31a98,emi
Online purchase at Flipkart Rs 4250 Ref:cfcdb592,shopping
Payment of Rs 19867 at Swiggy Ref:eba96809,food
Car Loan EMI deducted Rs 7715 Ref:b99e562e,emi
Online purchase at Flipkart Rs 41196 Ref:98a9c7d8,shopping
Online purchase at Flipkart Rs 22942 Ref:ad93d8ff,shopping
Travel booking via IRCTC amount Rs 11356 Ref:f1efd590,travel
Personal Loan EMI deducted Rs 43159 Ref:b59583f7,emi
Travel booking via Metro amount Rs 399 Ref:f9d58743,travel
Online purchase at Amazon Rs 40511 Ref:c6078b35,shopping
Travel booking via IndiGo amount Rs 29860 Ref:420e7ef7,travel
Car Loan EMI deducted Rs 45282 Ref:b75df0d8,emi
Travel booking via IRCTC amount Rs 37628 Ref:03de1e22,travel
Travel booking via Ola amount Rs 21980 Ref:1b3159b3,travel
Car Loan EMI deducted Rs 33902 Ref:b59e3cb3,emi
Travel booking via SpiceJet amount Rs 38197 Ref:3676bad3,travel
Online purchase at DMart Rs 41998 Ref:cfbc88d7,shopping
Education Loan EMI deducted Rs 12106 Ref:f73b4621,emi
Payment of Rs 42558 at Zomato Ref:30afc531,food
Home Loan EMI deducted Rs 13807 Ref:be3f7bb3,emi
Investment in PPF Rs 24327 Ref:3d5a63dc,investment
Payment of Rs 27430 at Swiggy Ref:60cf0326,food
Online purchase at Croma Rs 6173 Ref:e5b4d77f,shopping
Investment in Stocks Rs 33932 Ref:1116ff17,investment
Payment of Rs 11861 at McDonalds Ref:4598e7b2,food
Investment in PPF Rs 21082 Ref:796e4175,investment
Online purchase at Myntra Rs 25726 Ref:69920c74,shopping
Payment of Rs 17860 at Restaurant Ref:d2cd470c,food
Travel booking via Metro amount Rs 6808 Ref:fb6e8528,travel
Car Loan EMI deducted Rs 40011 Ref:2021b004,emi
Education Loan EMI deducted Rs 39162 Ref:d0b0a215,emi
Payment of Rs 12552 at Cafe Coffee Day Ref:3eec5934,food
Online purchase at Croma Rs 34547 Ref:01c3f3b9,shopping
Travel booking via SpiceJet amount Rs 15002 Ref:6b7c5521,travel
Home Loan EMI deducted Rs 6318 Ref:316a8c5f,emi
Travel booking via IndiGo amount Rs 34540 Ref:8aeae308,travel
Car Loan EMI deducted Rs 35999 Ref:51002569,emi
Travel booking via IRCTC amount Rs 22591 Ref:9a3f5605,travel
Online purchase at Myntra Rs 31328 Ref:b24d27fa,shopping
Online purchase at DMart Rs 21059 Ref:57f39a76,shopping
Travel booking via Metro amount Rs 28310 Ref:098e00dc,travel
Travel booking via IRCTC amount Rs 20052 Ref:49db799e,travel
Payment of Rs 20206 at Cafe Coffee Day Ref:69acc9d1,food
Travel booking via Metro amount Rs 11813 Ref:c91b206c,travel
Home Loan EMI deducted Rs 14170 Ref:154da372,emi
Payment of Rs 30961 at McDonalds Ref:d362f2ea,food
Car Loan EMI deducted Rs 32292 Ref:b378fc33,emi
Travel booking via SpiceJet amount Rs 6476 Ref:d801b064,travel
Education Loan EMI deducted Rs 41656 Ref:f08850da,emi
Payment of Rs 48428 at Cafe Coffee Day Ref:8bcfb5af,food
Payment of Rs 42658 at McDonalds Ref:7905aa34,food
Travel booking via Metro amount Rs 7476 Ref:14870167,travel
Investment in NPS Rs 19374 Ref:c8bb2ede,investment
Payment of Rs 22827 at Zomato Ref:7abd29b3,food
Online purchase at Amazon Rs 8753 Ref:5f663f73,shopping
Travel booking via Ola amount Rs 2355 Ref:994cfc21,travel
Travel booking via SpiceJet amount Rs 28962 Ref:f71d2973,travel
Payment of Rs 23331 at Zomato Ref:84858f5f,food
Investment in PPF Rs 48014 Ref:42af2c08,investment
Travel booking via IndiGo amount Rs 17123 Ref:e8c2ebc4,travel
Online purchase at Flipkart Rs 33813 Ref:17452ccf,shopping
Payment of Rs 36315 at Dominos Ref:e5741c84,food
Car Loan EMI deducted Rs 21643 Ref:31d1d918,emi
Payment of Rs 7543 at Cafe Coffee Day Ref:48c1f7ff,food
Travel booking via SpiceJet amount Rs 30717 Ref:4491ae5c,travel
Investment in PPF Rs 47322 Ref:f5a3ed5f,investment
Payment of Rs 48582 at Swiggy Ref:84a1011a,food
Payment of Rs 21423 at Restaurant Ref:f5a5b454,food
Payment of Rs 30826 at Swiggy Ref:b8d33998,food
Travel booking via IRCTC amount Rs 30535 Ref:10bdc826,travel
Payment of Rs 41661 at Zomato Ref:3017a84e,food
Education Loan EMI deducted Rs 12805 Ref:9c3e58e7,emi
Payment of Rs 49185 at Restaurant Ref:f5f4db38,food
Payment of Rs 47304 at Cafe Coffee Day Ref:505e2c00,food
Travel booking via Ola amount Rs 9740 Ref:0c0ab082,travel
Travel booking via IndiGo amount Rs 32928 Ref:afe11c09,travel
Travel booking via IndiGo amount Rs 36112 Ref:b6fd33d9,travel
Online purchase at Croma Rs 3323 Ref:40f831a8,shopping
Car Loan EMI deducted Rs 2992 Ref:7f19ff0e,emi
Personal Loan EMI deducted Rs 30172 Ref:9ac1e84e,emi
Payment of Rs 37599 at Zomato Ref:26388dce,food
Home Loan EMI deducted Rs 1648 Ref:f9c61306,emi
Online purchase at Flipkart Rs 15307 Ref:761e9645,shopping
Investment in Stocks Rs 41435 Ref:be3d8d3e,investment
Online purchase at Myntra Rs 48887 Ref:db9b1a9b,shopping
Online purchase at Reliance Trends Rs 23648 Ref:5a9f4557,shopping
Travel booking via Uber amount Rs 37882 Ref:8e9a8470,travel
Car Loan EMI deducted Rs 32476 Ref:6bc5a32b,emi
Online purchase at Amazon Rs 3413 Ref:be95d715,shopping
Payment of Rs 39230 at McDonalds Ref:a02c0bd3,food
Payment of Rs 22287 at Cafe Coffee Day Ref:b2cbde0a,food
Investment in NPS Rs 46922 Ref:3d9bf5ce,investment
Online purchase at Reliance Trends Rs 19543 Ref:dcfbc681,shopping
Payment of Rs 37550 at Dominos Ref:1e2e8a51,food
Home Loan EMI deducted Rs 48250 Ref:db828e63,emi
Travel booking via IndiGo amount Rs 35417 Ref:a26c6404,travel
Personal Loan EMI deducted Rs 10816 Ref:f93274d2,emi
Personal Loan EMI deducted Rs 18280 Ref:5036f36a,emi
Payment of Rs 29025 at Restaurant Ref:ec69e179,food
Online purchase at Myntra Rs 2750 Ref:16590262,shopping
Investment in Mutual Fund Rs 35579 Ref:e4fe7185,investment
Education Loan EMI deducted Rs 38916 Ref:3b0f32a8,emi
Education Loan EMI deducted Rs 16471 Ref:3aaa169f,emi
Online purchase at Flipkart Rs 7646 Ref:cfe1067d,shopping
Payment of Rs 8343 at Swiggy Ref:ea7a9e0b,food
Investment in Mutual Fund Rs 1255 Ref:22667a9c,investment
Travel booking via Metro amount Rs 48144 Ref:ea0ad327,travel
Travel booking via SpiceJet amount Rs 8964 Ref:593a0315,travel
Online purchase at Reliance Trends Rs 37020 Ref:208c3251,shopping
Payment of Rs 26613 at Dominos Ref:e1934c04,food
Investment in PPF Rs 48082 Ref:d4254b8e,investment
Personal Loan EMI deducted Rs 20575 Ref:4a2d4fc4,emi
Online purchase at DMart Rs 13544 Ref:011e7056,shopping
Travel booking via IRCTC amount Rs 40844 Ref:4e77be9e,travel
Travel booking via Metro amount Rs 45402 Ref:0a436c8e,travel
Car Loan EMI deducted Rs 36880 Ref:2612c325,emi
Car Loan EMI deducted Rs 20347 Ref:cc791cad,emi
Online purchase at Amazon Rs 32513 Ref:38efa18b,shopping
Investment in PPF Rs 35485 Ref:f7ee6ddc,investment
Online purchase at DMart Rs 23847 Ref:4bdcaece,shopping
Investment in Mutual Fund Rs 12163 Ref:59f2455f,investment
Online purchase at DMart Rs 40815 Ref:cfd6607f,shopping
Travel booking via IndiGo amount Rs 28620 Ref:f0c62eba,travel
Investment in PPF Rs 24541 Ref:7b9cd7ac,investment
Car Loan EMI deducted Rs 7629 Ref:88a9e06c,emi
Online purchase at Myntra Rs 29219 Ref:90c833e5,shopping
Investment in Mutual Fund Rs 13602 Ref:331e3af1,investment
Travel booking via SpiceJet amount Rs 47792 Ref:80c6e902,travel
Payment of Rs 47849 at Swiggy Ref:f2da27aa,food
Car Loan EMI deducted Rs 9026 Ref:4b1f5926,emi
Travel booking via Ola amount Rs 1931 Ref:ce5b6cc2,travel
Online purchase at Reliance Trends Rs 15931 Ref:9e87bb6a,shopping
Payment of Rs 44341 at McDonalds Ref:50eddbad,food
Travel booking via IndiGo amount Rs 17097 Ref:4fb77e9d,travel
Education Loan EMI deducted Rs 35023 Ref:e8412544,emi
Travel booking via IRCTC amount Rs 41548 Ref:8dec1e9b,travel
Online purchase at Myntra Rs 45692 Ref:9e4de5e6,shopping
Online purchase at Reliance Trends Rs 5742 Ref:786d657f,shopping
Travel booking via Metro amount Rs 36290 Ref:3be34cfe,travel
Payment of Rs 34661 at Zomato Ref:6eba8c9c,food
Payment of Rs 2181 at Restaurant Ref:6a602610,food
Personal Loan EMI deducted Rs 20940 Ref:f361f0ad,emi
Travel booking via Ola amount Rs 45221 Ref:5428955a,travel
Payment of Rs 6766 at Zomato Ref:040a26ee,food
Travel booking via Metro amount Rs 6236 Ref:e2c01f6b,travel
Investment in Stocks Rs 48434 Ref:46ed89ef,investment
Investment in PPF Rs 2887 Ref:2436cf68,investment
Payment of Rs 15865 at Cafe Coffee Day Ref:99c9ef41,food
Travel booking via IndiGo amount Rs 11223 Ref:a0ca403c,travel
Investment in Stocks Rs 4913 Ref:1a9e79e4,investment
Payment of Rs 23730 at Restaurant Ref:b6c0ad8f,food
Travel booking via IRCTC amount Rs 12146 Ref:95c07cc7,travel
Education Loan EMI deducted Rs 10294 Ref:05efaf26,emi
Investment in Stocks Rs 26626 Ref:a0305448,investment
Payment of Rs 34466 at Restaurant Ref:fa7e4f8f,food
Payment of Rs 13871 at Swiggy Ref:a401dc6d,food
Home Loan EMI deducted Rs 16757 Ref:dda271a5,emi
Online purchase at DMart Rs 49138 Ref:552856de,shopping
Investment in PPF Rs 28970 Ref:8eb13613,investment
Payment of Rs 49265 at Restaurant Ref:8b41613f,food
Investment in Stocks Rs 30831 Ref:9daa3816,investment
Online purchase at Reliance Trends Rs 21875 Ref:cf55b9a2,shopping
Payment of Rs 41445 at Dominos Ref:bb1c2625,food
Education Loan EMI deducted Rs 30345 Ref:3eb9ee3e,emi
Travel booking via IndiGo amount Rs 21710 Ref:5937f297,travel
Investment in Stocks Rs 46559 Ref:97d4780a,investment
Investment in Stocks Rs 48063 Ref:b80ad18e,investment
Home Loan EMI deducted Rs 35137 Ref:dd95ebb9,emi
Payment of Rs 41560 at Zomato Ref:bf9097a9,food
Online purchase at DMart Rs 38090 Ref:9376d8c6,shopping
Car Loan EMI deducted Rs 43574 Ref:5190b2df,emi
Online purchase at Flipkart Rs 24233 Ref:70bf041a,shopping
Travel booking via Uber amount Rs 34699 Ref:45379f1a,travel
Online purchase at DMart Rs 21086 Ref:0a4c835b,shopping
Travel booking via SpiceJet amount Rs 44412 Ref:892e867a,travel
Investment in Stocks Rs 46769 Ref:84f198b6,investment
Home Loan EMI deducted Rs 42903 Ref:1b04d14d,emi
Travel booking via SpiceJet amount Rs 465 Ref:246c4257,travel
Travel booking via Ola amount Rs 3753 Ref:169d4c4d,travel
Online purchase at Croma Rs 36673 Ref:f88af74b,shopping
Travel booking via Uber amount Rs 20695 Ref:1e955755,travel
Payment of Rs 5159 at Swiggy Ref:c5ac3928,food
Online purchase at DMart Rs 11957 Ref:0eb1d436,shopping
Online purchase at Reliance Trends Rs 47822 Ref:455abdd3,shopping
Personal Loan EMI deducted Rs 44756 Ref:100d5c1e,emi
Travel booking via IndiGo amount Rs 10183 Ref:5ca0a559,travel
Payment of Rs 8690 at Swiggy Ref:c32c284b,food
Payment of Rs 38563 at Restaurant Ref:a293ad2e,food
Payment of Rs 14714 at Zomato Ref:aeeaf322,food
Personal Loan EMI deducted Rs 37529 Ref:98f64cef,emi
Travel booking via IRCTC amount Rs 7704 Ref:1de9c418,travel
Investment in PPF Rs 35344 Ref:1ed32f2f,investment
Payment of Rs 44733 at Dominos Ref:d3c11e86,food
Investment in NPS Rs 45602 Ref:146a6efe,investment
Online purchase at Amazon Rs 6559 Ref:49873877,shopping
Travel booking via IndiGo amount Rs 29391 Ref:efa18294,travel
Investment in Mutual Fund Rs 9852 Ref:fbab6a82,investment
Payment of Rs 46725 at Dominos Ref:ebab1286,food
Investment in SIP Rs 36772 Ref:c3603cae,investment
Online purchase at Amazon Rs 40775 Ref:54940c40,shopping
Education Loan EMI deducted Rs 8744 Ref:73c4ae1f,emi
Investment in Stocks Rs 4748 Ref:d6a92826,investment
Investment in Mutual Fund Rs 39261 Ref:083ee7fe,investment
Online purchase at Flipkart Rs 40286 Ref:72e7c04b,shopping
Payment of Rs 37428 at Dominos Ref:5c04b281,food
Travel booking via Ola amount Rs 42548 Ref:59ff7b87,travel
Investment in Mutual Fund Rs 26650 Ref:871db9be,investment
Payment of Rs 19757 at McDonalds Ref:32cacd50,food
Payment of Rs 17578 at Zomato Ref:bf9029ee,food
Investment in Mutual Fund Rs 2863 Ref:24e1dc1f,investment
Home Loan EMI deducted Rs 22704 Ref:81a7e7a5,emi
Travel booking via IndiGo amount Rs 39475 Ref:845b5412,travel
Home Loan EMI deducted Rs 34349 Ref:05336194,emi
Investment in NPS Rs 21031 Ref:c93b9a5f,investment
Investment in Stocks Rs 21058 Ref:42fbb232,investment
Travel booking via SpiceJet amount Rs 19821 Ref:d8a5ff8a,travel
Payment of Rs 46936 at McDonalds Ref:35a1df98,food
Travel booking via Uber amount Rs 35559 Ref:071f5060,travel
Investment in NPS Rs 49106 Ref:b6949ec2,investment
Investment in Stocks Rs 33413 Ref:c7d9fe53,investment
Car Loan EMI deducted Rs 10484 Ref:01104e83,emi
Car Loan EMI deducted Rs 26109 Ref:4da46d81,emi
Investment in Mutual Fund Rs 27635 Ref:71f46157,investment
Travel booking via Metro amount Rs 7647 Ref:cf67eb99,travel
Payment of Rs 35619 at Zomato Ref:c4e6ae44,food
Travel booking via Ola amount Rs 20749 Ref:28a747b2,travel
Online purchase at Reliance Trends Rs 18497 Ref:602dd29d,shopping
Travel booking via Uber amount Rs 24484 Ref:b420d865,travel
Travel booking via Metro amount Rs 38805 Ref:e9a11497,travel
Travel booking via IRCTC amount Rs 49332 Ref:a33aeea2,travel
Online purchase at Croma Rs 16668 Ref:30952121,shopping
Online purchase at Reliance Trends Rs 41039 Ref:918c9eaa,shopping
Travel booking via IRCTC amount Rs 24726 Ref:612995d2,travel
Travel booking via IndiGo amount Rs 9846 Ref:78b3829f,travel
Investment in SIP Rs 4743 Ref:8c9bb86f,investment
Personal Loan EMI deducted Rs 34762 Ref:4b044ae8,emi
Education Loan EMI deducted Rs 38737 Ref:2696d425,emi
Travel booking via IndiGo amount Rs 41613 Ref:d44de20b,travel
Education Loan EMI deducted Rs 27111 Ref:74d7637b,emi
Payment of Rs 11567 at Zomato Ref:90901369,food
Personal Loan EMI deducted Rs 37857 Ref:f2180031,emi
Payment of Rs 29187 at Dominos Ref:9acb02aa,food
Investment in Fixed Deposit Rs 36089 Ref:227294ff,investment
Investment in Fixed Deposit Rs 36952 Ref:60f7f6fc,investment
Travel booking via IndiGo amount Rs 18430 Ref:329594c8,travel
Travel booking via SpiceJet amount Rs 29376 Ref:162c88d5,travel
Payment of Rs 19705 at Dominos Ref:689bd9c3,food
Travel booking via Ola amount Rs 24680 Ref:e3cde876,travel
Online purchase at DMart Rs 18092 Ref:1ee69315,shopping
Travel booking via Uber amount Rs 37223 Ref:e306459a,travel
Personal Loan EMI deducted Rs 47318 Ref:4a471d9e,emi
Online purchase at Reliance Trends Rs 30413 Ref:cf0d19ab,shopping
Online purchase at Reliance Trends Rs 3977 Ref:75398e7a,shopping
Online purchase at Amazon Rs 33738 Ref:0d175d6a,shopping
Online purchase at Croma Rs 5605 Ref:7b903ccc,shopping
Home Loan EMI deducted Rs 985 Ref:f3d5a739,emi
Online purchase at Croma Rs 20163 Ref:c8ef2e94,shopping
Travel booking via Metro amount Rs 30740 Ref:eacec124,travel
Investment in Mutual Fund Rs 15004 Ref:d3884590,investment
Investment in NPS Rs 10463 Ref:be4f339f,investment
Car Loan EMI deducted Rs 4019 Ref:8426a331,emi
Payment of Rs 14780 at Zomato Ref:f4ebe752,food
Home Loan EMI deducted Rs 35188 Ref:8a9bce26,emi
Online purchase at Croma Rs 22166 Ref:1a794aa1,shopping
Payment of Rs 22524 at McDonalds Ref:f4212afc,food
Online purchase at Flipkart Rs 41367 Ref:8bfe55e6,shopping
Investment in SIP Rs 27265 Ref:0de1b9d3,investment
Online purchase at DMart Rs 28545 Ref:f5976861,shopping
Payment of Rs 42688 at Zomato Ref:cef1531d,food
Travel booking via Metro amount Rs 33166 Ref:64895537,travel
Home Loan EMI deducted Rs 25196 Ref:a0c73078,emi
Online purchase at DMart Rs 25876 Ref:23ea34d3,shopping
Online purchase at Flipkart Rs 24211 Ref:c91e4538,shopping
Home Loan EMI deducted Rs 32619 Ref:c928e7e0,emi
Online purchase at DMart Rs 43061 Ref:611b2fad,shopping
Online purchase at Croma Rs 4390 Ref:491c622e,shopping
Payment of Rs 14604 at McDonalds Ref:26e830fb,food
Car Loan EMI deducted Rs 25169 Ref:70523b04,emi
Online purchase at Reliance Trends Rs 19238 Ref:4d97a1ab,shopping
Online purchase at DMart Rs 12131 Ref:a883216d,shopping
Education Loan EMI deducted Rs 43423 Ref:3b3f2a77,emi
Online purchase at Croma Rs 33161 Ref:a6ffceee,shopping
Investment in Stocks Rs 38091 Ref:2806f72b,investment
Personal Loan EMI deducted Rs 47626 Ref:6fcee898,emi
Payment of Rs 38647 at Restaurant Ref:28011146,food
Travel booking via Metro amount Rs 23037 Ref:f880cd16,travel
Personal Loan EMI deducted Rs 1432 Ref:ba5cb202,emi
Personal Loan EMI deducted Rs 27407 Ref:026d5a00,emi
Car Loan EMI deducted Rs 24905 Ref:02c6bd4d,emi
Payment of Rs 48263 at Dominos Ref:efb9be82,food
Investment in NPS Rs 22521 Ref:43fd5960,investment
Payment of Rs 20025 at Zomato Ref:e3a3b0d1,food
Payment of Rs 23781 at Cafe Coffee Day Ref:03a9d60f,food
Investment in Stocks Rs 22371 Ref:7e98f853,investment
Payment of Rs 6610 at Swiggy Ref:9e458297,food
Travel booking via IRCTC amount Rs 4973 Ref:35917aff,travel
Travel booking via IRCTC amount Rs 29372 Ref:071a599f,travel
Online purchase at Amazon Rs 5742 Ref:108e9e95,shopping
Investment in SIP Rs 10465 Ref:903cd64e,investment
Investment in Mutual Fund Rs 42166 Ref:0ee36e72,investment
Travel booking via Metro amount Rs 18806 Ref:a2aa92e4,travel
Payment of Rs 22857 at Restaurant Ref:c9647ab6,food
Car Loan EMI deducted Rs 18833 Ref:d5ff936a,emi
Investment in Stocks Rs 10454 Ref:70f2c3f0,investment
Payment of Rs 49369 at McDonalds Ref:14a75b97,food
Investment in Mutual Fund Rs 42471 Ref:3cc357bf,investment
Travel booking via SpiceJet amount Rs 10466 Ref:d181faf0,travel
Car Loan EMI deducted Rs 21305 Ref:d68bee3b,emi
Payment of Rs 35538 at Dominos Ref:ff73cb49,food
Online purchase at Reliance Trends Rs 18792 Ref:c3acda37,shopping
Travel booking via IndiGo amount Rs 14996 Ref:11da62d4,travel
